show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,day_added,year_added,month_added,listed_in1,listed_in2,listed_in3
s1052,TV Show,Sonic X,Not Given,Japan,2021-04-15,2003,TV-Y7,2 Seasons,"Anime Series, Kids' TV",15,2021,4,Anime Series, Kids' TV,0
s1058,TV Show,Dad Stop Embarrassing Me!,Not Given,United States,2021-04-14,2021,TV-14,1 Season,TV Comedies,14,2021,4,TV Comedies,0,0
s1059,TV Show,Fate: The Winx Saga,Not Given,Italy,2021-04-14,2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",14,2021,4,British TV Shows, International TV Shows, TV Dramas
s1060,TV Show,House of Cards,Not Given,United States,2021-04-14,2018,TV-MA,6 Seasons,"TV Dramas, TV Thrillers",14,2021,4,TV Dramas, TV Thrillers,0
s1061,TV Show,Indian Matchmaking,Not Given,United States,2021-04-14,2020,TV-14,1 Season,"Reality TV, Romantic TV Shows",14,2021,4,Reality TV, Romantic TV Shows,0
s1062,TV Show,Jeffrey Epstein: Filthy Rich,Not Given,United States,2021-04-14,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",14,2021,4,Crime TV Shows, Docuseries,0
s1063,TV Show,Law School,Not Given,South Korea,2021-04-14,2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",14,2021,4,Crime TV Shows, International TV Shows, TV Dramas
s1064,TV Show,Living with Yourself,Not Given,United States,2021-04-14,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",14,2021,4,TV Comedies, TV Dramas,0
s1065,TV Show,Signal,Not Given,South Korea,2021-04-14,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",14,2021,4,Crime TV Shows, International TV Shows, Korean TV Shows
s1066,TV Show,Slasher,Not Given,Canada,2021-04-14,2019,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",14,2021,4,TV Horror, TV Mysteries, TV Thrillers
s1057,TV Show,Ajaibnya Cinta,Not Given,Pakistan,2021-04-14,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",14,2021,4,International TV Shows, TV Dramas,0
s1069,TV Show,Unnatural Selection,Not Given,United States,2021-04-14,2019,TV-MA,1 Season,"Docuseries, Science & Nature TV",14,2021,4,Docuseries, Science & Nature TV,0
s1080,TV Show,The Baker and the Beauty,Not Given,Israel,2021-04-13,2020,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",13,2021,4,Romantic TV Shows, TV Comedies, TV Dramas
s1082,TV Show,"Nicky, Ricky, Dicky & Dawn",Not Given,United States,2021-04-12,2018,TV-G,4 Seasons,"Kids' TV, TV Comedies",12,2021,4,Kids' TV, TV Comedies,0
s1085,TV Show,Heaven Official's Blessing,Not Given,China,2021-04-09,2020,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",9,2021,4,Anime Series, International TV Shows, Romantic TV Shows
s1092,TV Show,The Way of the Househusband,Not Given,Japan,2021-04-08,2021,TV-MA,1 Season,"Anime Series, International TV Shows",8,2021,4,Anime Series, International TV Shows,0
s1094,TV Show,The Big Day,Not Given,India,2021-04-07,2021,TV-14,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows",7,2021,4,International TV Shows, Reality TV, Romantic TV Shows
s1124,TV Show,Magical Andes,Not Given,Uruguay,2021-04-01,2021,TV-G,2 Seasons,"Docuseries, International TV Shows, Science & Nature TV",1,2021,4,Docuseries, International TV Shows, Science & Nature TV
s1126,TV Show,Murder Maps,Not Given,United Kingdom,2021-04-01,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",1,2021,4,British TV Shows, Crime TV Shows, Docuseries
s1128,TV Show,Prank Encounters,Not Given,United States,2021-04-01,2021,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",1,2021,4,Reality TV, TV Comedies, TV Horror
s1130,TV Show,Secrets of Great British Castles,Not Given,United Kingdom,2021-04-01,2016,TV-PG,2 Seasons,"British TV Shows, Docuseries, International TV Shows",1,2021,4,British TV Shows, Docuseries, International TV Shows
s1144,TV Show,Worn Stories,Not Given,United States,2021-04-01,2021,TV-MA,1 Season,"Docuseries, Reality TV",1,2021,4,Docuseries, Reality TV,0
s1149,TV Show,Robocar Poli,Not Given,South Korea,2021-03-31,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",31,2021,3,Kids' TV, Korean TV Shows,0
s1150,TV Show,Yu-Gi-Oh!,Not Given,Japan,2021-03-31,2005,TV-Y7,1 Season,"Anime Series, Kids' TV",31,2021,3,Anime Series, Kids' TV,0
s1153,TV Show,Rainbow High,Not Given,United States,2021-03-30,2020,TV-Y,1 Season,Kids' TV,30,2021,3,Kids' TV,0,0
s1158,Movie,Bad Trip,Not Given,United States,2021-03-26,2021,TV-MA,87 min,Comedies,26,2021,3,Comedies,0,0
s1159,TV Show,Big Time Rush,Not Given,United States,2021-03-26,2013,TV-G,4 Seasons,Kids' TV,26,2021,3,Kids' TV,0,0
s1162,Movie,Elizabeth and Margaret: Love and Loyalty,Not Given,United Kingdom,2021-03-26,2020,TV-PG,87 min,Documentaries,26,2021,3,Documentaries,0,0
s1164,TV Show,Magic for Humans Spain,Not Given,Spain,2021-03-26,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",26,2021,3,International TV Shows, Reality TV, Spanish-Language TV Shows
s1616,TV Show,Ink Master,Not Given,United States,2020-12-01,2012,TV-14,2 Seasons,Reality TV,1,2020,12,Reality TV,0,0
s1167,TV Show,The Irregulars,Not Given,United Kingdom,2021-03-26,2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",26,2021,3,British TV Shows, Crime TV Shows, International TV Shows
s1169,TV Show,DOTA: Dragon's Blood,Not Given,United States,2021-03-25,2021,TV-MA,1 Season,Anime Series,25,2021,3,Anime Series,0,0
s1170,TV Show,Pui Pui Molcar,Not Given,Japan,2021-03-25,2021,TV-Y7,1 Season,Kids' TV,25,2021,3,Kids' TV,0,0
s1175,TV Show,Navillera,Not Given,South Korea,2021-03-23,2021,TV-14,1 Season,"International TV Shows, TV Dramas",23,2021,3,International TV Shows, TV Dramas,0
s1180,TV Show,Mighty Morphin Power Rangers,Not Given,United States,2021-03-20,2010,TV-Y7,4 Seasons,Kids' TV,20,2021,3,Kids' TV,0,0
s1182,TV Show,Country Comfort,Not Given,United States,2021-03-19,2021,TV-PG,1 Season,TV Comedies,19,2021,3,TV Comedies,0,0
s1183,TV Show,Formula 1: Drive to Survive,Not Given,United Kingdom,2021-03-19,2021,TV-MA,3 Seasons,Docuseries,19,2021,3,Docuseries,0,0
s1187,TV Show,B: The Beginning,Not Given,Japan,2021-03-18,2021,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",18,2021,3,Anime Series, Crime TV Shows, International TV Shows
s1201,TV Show,Waffles + Mochi,Not Given,United States,2021-03-16,2021,TV-Y,1 Season,Kids' TV,16,2021,3,Kids' TV,0,0
s1202,TV Show,Abla Fahita: Drama Queen,Not Given,Egypt,2021-03-15,2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",15,2021,3,Crime TV Shows, International TV Shows, TV Comedies
s1206,TV Show,The Lost Pirate Kingdom,Not Given,United States,2021-03-15,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",15,2021,3,Docuseries, Science & Nature TV, TV Action & Adventure
s1207,TV Show,Zero Chill,Not Given,United Kingdom,2021-03-15,2021,TV-G,1 Season,"British TV Shows, Kids' TV, TV Dramas",15,2021,3,British TV Shows, Kids' TV, TV Dramas
s1211,TV Show,Love Alarm,Not Given,South Korea,2021-03-12,2021,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",12,2021,3,International TV Shows, Korean TV Shows, Romantic TV Shows
s1405,TV Show,Henry Danger,Not Given,United States,2021-01-15,2016,TV-G,3 Seasons,"Kids' TV, TV Comedies",15,2021,1,Kids' TV, TV Comedies,0
s1214,TV Show,Paradise PD,Not Given,United States,2021-03-12,2021,TV-MA,3 Seasons,TV Comedies,12,2021,3,TV Comedies,0,0
s1218,TV Show,The One,Not Given,United Kingdom,2021-03-12,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",12,2021,3,British TV Shows, Crime TV Shows, International TV Shows
s1227,TV Show,The Houseboat,Not Given,Germany,2021-03-09,2021,TV-14,1 Season,"Docuseries, International TV Shows",9,2021,3,Docuseries, International TV Shows,0
s1228,TV Show,Bombay Begums,Not Given,India,2021-03-08,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",8,2021,3,International TV Shows, TV Dramas,0
s1230,TV Show,My Way,Not Given,Egypt,2021-03-06,2015,TV-14,1 Season,"International TV Shows, TV Dramas",6,2021,3,International TV Shows, TV Dramas,0
s1232,TV Show,City of Ghosts,Not Given,United States,2021-03-05,2021,TV-Y7,1 Season,Kids' TV,5,2021,3,Kids' TV,0,0
s1239,TV Show,Pacific Rim: The Black,Not Given,United States,2021-03-04,2021,TV-14,1 Season,Anime Series,4,2021,3,Anime Series,0,0
s1246,TV Show,Word Party,Not Given,United States,2021-03-02,2021,TV-Y,5 Seasons,Kids' TV,2,2021,3,Kids' TV,0,0
s1307,TV Show,Good Girls,Not Given,United States,2021-02-16,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",16,2021,2,Crime TV Shows, TV Comedies, TV Dramas
s1258,TV Show,TIGER & BUNNY,Not Given,Japan,2021-02-28,2011,TV-14,1 Season,"Anime Series, International TV Shows",28,2021,2,Anime Series, International TV Shows,0
s1269,TV Show,El final del paraíso,Not Given,United States,2021-02-25,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",25,2021,2,Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s1271,TV Show,Sin senos sí hay paraíso,Not Given,United States,2021-02-25,2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",25,2021,2,International TV Shows, Spanish-Language TV Shows, TV Dramas
s1273,TV Show,Age of Samurai: Battle for Japan,Not Given,United States,2021-02-24,2021,TV-MA,1 Season,"Docuseries, International TV Shows",24,2021,2,Docuseries, International TV Shows,0
s1275,TV Show,Canine Intervention,Not Given,United States,2021-02-24,2021,TV-PG,1 Season,Reality TV,24,2021,2,Reality TV,0,0
s1276,TV Show,Ginny & Georgia,Not Given,United States,2021-02-24,2021,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",24,2021,2,Romantic TV Shows, TV Comedies, TV Dramas
s1278,TV Show,Two Sentence Horror Stories,Not Given,United States,2021-02-24,2021,TV-14,2 Seasons,"TV Horror, Teen TV Shows",24,2021,2,TV Horror, Teen TV Shows,0
s1283,TV Show,Zindagi in Short,Not Given,India,2021-02-22,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",22,2021,2,International TV Shows, TV Dramas,0
s1286,TV Show,Vincenzo,Not Given,South Korea,2021-02-21,2021,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",21,2021,2,International TV Shows, TV Comedies, TV Dramas
s1693,TV Show,America's Next Top Model,Not Given,United States,2020-11-15,2013,TV-14,2 Seasons,Reality TV,15,2020,11,Reality TV,0,0
s1288,Movie,Fate: The Winx Saga - The Afterparty,Not Given,United Kingdom,2021-02-20,2021,TV-14,36 min,"Comedies, Dramas",20,2021,2,Comedies, Dramas,0
s1295,TV Show,Tribes of Europa,Not Given,Germany,2021-02-19,2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",19,2021,2,International TV Shows, TV Action & Adventure, TV Dramas
s1297,TV Show,"Hello, Me!",Not Given,South Korea,2021-02-18,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",18,2021,2,International TV Shows, Romantic TV Shows, TV Comedies
s1299,TV Show,Sisyphus,Not Given,South Korea,2021-02-18,2021,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",18,2021,2,International TV Shows, TV Action & Adventure, TV Dramas
s1301,TV Show,Amend: The Fight for America,Not Given,United States,2021-02-17,2021,TV-MA,1 Season,Docuseries,17,2021,2,Docuseries,0,0
s1302,TV Show,Behind Her Eyes,Not Given,United Kingdom,2021-02-17,2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",17,2021,2,British TV Shows, International TV Shows, TV Dramas
s1303,TV Show,MeatEater,Not Given,United States,2021-02-17,2021,TV-14,4 Seasons,"Docuseries, Reality TV, Science & Nature TV",17,2021,2,Docuseries, Reality TV, Science & Nature TV
s1311,TV Show,The Crew,Not Given,United States,2021-02-15,2021,TV-14,1 Season,TV Comedies,15,2021,2,TV Comedies,0,0
s1314,TV Show,Buried by the Bernards,Not Given,United States,2021-02-12,2021,TV-14,1 Season,Reality TV,12,2021,2,Reality TV,0,0
s1318,TV Show,Nadiya Bakes,Not Given,United Kingdom,2021-02-12,2021,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",12,2021,2,British TV Shows, International TV Shows, Reality TV
s1321,TV Show,Capitani,Not Given,Luxembourg,2021-02-11,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",11,2021,2,Crime TV Shows, International TV Shows, TV Dramas
s1322,TV Show,El Chema,Not Given,Mexico,2021-02-11,2016,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",11,2021,2,Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure
s1332,TV Show,Five Came Back: The Reference Films,Not Given,United States,2021-02-09,1945,TV-MA,1 Season,TV Shows,9,2021,2,TV Shows,0,0
s1333,TV Show,ICarly,Not Given,United States,2021-02-08,2008,TV-G,2 Seasons,"Kids' TV, TV Comedies",8,2021,2,Kids' TV, TV Comedies,0
s1336,TV Show,The Sinner,Not Given,United States,2021-02-06,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",6,2021,2,Crime TV Shows, TV Dramas, TV Mysteries
s1339,TV Show,Hache,Not Given,Spain,2021-02-05,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5,2021,2,Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s1340,TV Show,Invisible City,Not Given,Brazil,2021-02-05,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",5,2021,2,Crime TV Shows, International TV Shows, TV Dramas
s1869,TV Show,Deaf U,Not Given,United States,2020-10-09,2020,TV-MA,1 Season,Docuseries,9,2020,10,Docuseries,0,0
s1349,TV Show,Firefly Lane,Not Given,United States,2021-02-03,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",3,2021,2,Romantic TV Shows, TV Dramas,0
s1350,TV Show,"Pablo Escobar, el patrón del mal",Not Given,Colombia,2021-02-03,2012,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3,2021,2,Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s1351,TV Show,Power Rangers Ninja Steel,Not Given,United States,2021-02-03,2018,TV-Y7,2 Seasons,Kids' TV,3,2021,2,Kids' TV,0,0
s1353,TV Show,Tiffany Haddish Presents: They Ready,Not Given,United States,2021-02-02,2021,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2,2021,2,Stand-Up Comedy & Talk Shows, TV Comedies,0
s1355,TV Show,Heartland,Not Given,Canada,2021-02-01,2019,TV-14,13 Seasons,TV Dramas,1,2021,2,TV Dramas,0,0
s1356,TV Show,Love Daily,Not Given,United States,2021-02-01,2018,TV-14,1 Season,"Romantic TV Shows, Teen TV Shows",1,2021,2,Romantic TV Shows, Teen TV Shows,0
s1357,TV Show,My Dead Ex,Not Given,United States,2021-02-01,2018,TV-14,1 Season,"TV Comedies, Teen TV Shows",1,2021,2,TV Comedies, Teen TV Shows,0
s1362,TV Show,The Unsettling,Not Given,United States,2021-02-01,2019,TV-14,1 Season,"TV Horror, Teen TV Shows",1,2021,2,TV Horror, Teen TV Shows,0
s1363,TV Show,Total Drama,Not Given,Canada,2021-02-01,2015,TV-PG,7 Seasons,"Kids' TV, TV Comedies",1,2021,2,Kids' TV, TV Comedies,0
s1364,TV Show,Zac and Mia,Not Given,United States,2021-02-01,2019,TV-14,2 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows",1,2021,2,Romantic TV Shows, TV Dramas, Teen TV Shows
s1372,TV Show,We Are: The Brooklyn Saints,Not Given,United States,2021-01-29,2021,TV-14,1 Season,Docuseries,29,2021,1,Docuseries,0,0
s1374,TV Show,50M2,Not Given,Turkey,2021-01-27,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",27,2021,1,International TV Shows, TV Dramas, TV Thrillers
s1376,TV Show,BONDING,Not Given,United States,2021-01-27,2021,TV-MA,2 Seasons,"TV Comedies, TV Dramas",27,2021,1,TV Comedies, TV Dramas,0
s1378,TV Show,Outlander,Not Given,United States,2021-01-27,2018,TV-MA,4 Seasons,"Romantic TV Shows, TV Action & Adventure, TV Dramas",27,2021,1,Romantic TV Shows, TV Action & Adventure, TV Dramas
s1381,TV Show,Go Dog Go,Not Given,United States,2021-01-26,2021,TV-Y,1 Season,Kids' TV,26,2021,1,Kids' TV,0,0
s1384,TV Show,Blown Away,Not Given,Canada,2021-01-22,2021,TV-14,2 Seasons,"International TV Shows, Reality TV",22,2021,1,International TV Shows, Reality TV,0
s1385,TV Show,Busted!,Not Given,South Korea,2021-01-22,2021,TV-14,3 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",22,2021,1,Crime TV Shows, International TV Shows, Korean TV Shows
s1386,TV Show,Demon Slayer: Kimetsu no Yaiba,Not Given,Japan,2021-01-22,2019,TV-14,1 Season,"Anime Series, International TV Shows",22,2021,1,Anime Series, International TV Shows,0
s1619,TV Show,Octonauts,Not Given,United States,2020-12-01,2015,TV-Y,4 Seasons,"British TV Shows, Kids' TV",1,2020,12,British TV Shows, Kids' TV,0
s1393,TV Show,Daughter From Another Mother,Not Given,Mexico,2021-01-20,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",20,2021,1,International TV Shows, Spanish-Language TV Shows, TV Comedies
s1395,TV Show,Spycraft,Not Given,United States,2021-01-20,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV",20,2021,1,Docuseries, Science & Nature TV,0
s1396,TV Show,Hello Ninja,Not Given,United States,2021-01-19,2021,TV-Y,4 Seasons,Kids' TV,19,2021,1,Kids' TV,0,0
s1401,TV Show,Bling Empire,Not Given,United States,2021-01-15,2021,TV-MA,1 Season,Reality TV,15,2021,1,Reality TV,0,0
s1402,TV Show,Carmen Sandiego,Not Given,United States,2021-01-15,2021,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers",15,2021,1,Kids' TV, TV Thrillers,0
s1403,TV Show,Disenchantment,Not Given,United States,2021-01-15,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",15,2021,1,TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy
s1409,TV Show,The Magicians,Not Given,United States,2021-01-15,2020,TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",15,2021,1,TV Dramas, TV Sci-Fi & Fantasy,0
s1426,Movie,Creating The Queen's Gambit,Not Given,United States,2021-01-08,2021,TV-14,14 min,Documentaries,8,2021,1,Documentaries,0,0
s1428,TV Show,Inside the World’s Toughest Prisons,Not Given,United Kingdom,2021-01-08,2021,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries",8,2021,1,British TV Shows, Crime TV Shows, Docuseries
s1430,TV Show,Mighty Little Bheem: Kite Festival,Not Given,India,2021-01-08,2021,TV-Y,1 Season,"Kids' TV, TV Comedies",8,2021,1,Kids' TV, TV Comedies,0
s1431,TV Show,Pretend It’s a City,Not Given,United States,2021-01-08,2021,TV-14,1 Season,Docuseries,8,2021,1,Docuseries,0,0
s1432,Movie,Stuck Apart,Not Given,Turkey,2021-01-08,2021,TV-MA,97 min,"Comedies, Dramas, International Movies",8,2021,1,Comedies, Dramas, International Movies
s1438,TV Show,Surviving Death,Not Given,United States,2021-01-06,2021,TV-MA,1 Season,"Docuseries, Reality TV",6,2021,1,Docuseries, Reality TV,0
s1440,TV Show,History of Swear Words,Not Given,United States,2021-01-05,2021,TV-MA,1 Season,"Docuseries, TV Comedies",5,2021,1,Docuseries, TV Comedies,0
s1441,TV Show,Nailed It! Mexico,Not Given,Mexico,2021-01-05,2021,TV-PG,3 Seasons,"International TV Shows, Reality TV, Spanish-Language TV Shows",5,2021,1,International TV Shows, Reality TV, Spanish-Language TV Shows
s1444,TV Show,QB1: Beyond the Lights,Not Given,United States,2021-01-04,2019,TV-14,1 Season,Docuseries,4,2021,1,Docuseries,0,0
s1449,TV Show,Cobra Kai,Not Given,United States,2021-01-01,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Dramas",1,2021,1,TV Action & Adventure, TV Comedies, TV Dramas
s1450,TV Show,Dream Home Makeover,Not Given,United States,2021-01-01,2021,TV-G,2 Seasons,Reality TV,1,2021,1,Reality TV,0,0
s1456,TV Show,Headspace Guide to Meditation,Not Given,United States,2021-01-01,2021,TV-G,1 Season,"Docuseries, Science & Nature TV",1,2021,1,Docuseries, Science & Nature TV,0
s1458,TV Show,Jenni Rivera: Mariposa de Barrio,Not Given,United States,2021-01-01,2017,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",1,2021,1,Spanish-Language TV Shows, TV Dramas,0
s1620,TV Show,Oddbods,Not Given,United Kingdom,2020-12-01,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",1,2020,12,Kids' TV, TV Comedies,0
s1461,TV Show,Monarca,Not Given,Mexico,2021-01-01,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1,2021,1,International TV Shows, Spanish-Language TV Shows, TV Dramas
s1466,TV Show,The Haunted Hathaways,Not Given,United States,2021-01-01,2013,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",1,2021,1,Kids' TV, TV Comedies, TV Sci-Fi & Fantasy
s1467,Movie,The Minimalists: Less Is Now,Not Given,United States,2021-01-01,2021,TV-14,54 min,Documentaries,1,2021,1,Documentaries,0,0
s1474,TV Show,Chilling Adventures of Sabrina,Not Given,United States,2020-12-31,2020,TV-14,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",31,2020,12,TV Horror, TV Mysteries, TV Sci-Fi & Fantasy
s1477,TV Show,Best Leftovers Ever!,Not Given,United States,2020-12-30,2020,TV-G,1 Season,Reality TV,30,2020,12,Reality TV,0,0
s1478,TV Show,Dare Me,Not Given,United States,2020-12-30,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers",30,2020,12,Crime TV Shows, TV Dramas, TV Thrillers
s1479,TV Show,Equinox,Not Given,Denmark,2020-12-30,2020,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers",30,2020,12,International TV Shows, TV Mysteries, TV Thrillers
s1481,TV Show,Still Game,Not Given,United Kingdom,2020-12-30,2018,TV-14,9 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",30,2020,12,British TV Shows, Classic & Cult TV, International TV Shows
s1484,TV Show,A Love So Beautiful,Not Given,South Korea,2020-12-28,2020,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",28,2020,12,International TV Shows, Romantic TV Shows, TV Comedies
s1488,TV Show,Sakho & Mangane,Not Given,Senegal,2020-12-27,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",27,2020,12,Crime TV Shows, International TV Shows, TV Dramas
s1490,TV Show,Regiment Diaries,Not Given,India,2020-12-26,2020,TV-PG,2 Seasons,"Docuseries, International TV Shows",26,2020,12,Docuseries, International TV Shows,0
s1493,TV Show,Bridgerton,Not Given,United States,2020-12-25,2020,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",25,2020,12,Romantic TV Shows, TV Dramas,0
s1504,TV Show,Lovestruck in the City,Not Given,South Korea,2020-12-22,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",22,2020,12,International TV Shows, Romantic TV Shows, TV Comedies
s1506,TV Show,Rhyme Time Town Singalongs,Not Given,United States,2020-12-22,2020,TV-Y,1 Season,Kids' TV,22,2020,12,Kids' TV,0,0
s1689,TV Show,We Are the Champions,Not Given,United States,2020-11-17,2020,TV-MA,1 Season,"Docuseries, Reality TV",17,2020,11,Docuseries, Reality TV,0
s1507,TV Show,Shaun the Sheep,Not Given,United Kingdom,2020-12-22,2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",22,2020,12,British TV Shows, Kids' TV, TV Comedies
s1509,TV Show,Timmy Time,Not Given,United Kingdom,2020-12-22,2010,TV-Y,1 Season,"British TV Shows, Kids' TV",22,2020,12,British TV Shows, Kids' TV,0
s1515,TV Show,Diamond City,Not Given,South Africa,2020-12-18,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",18,2020,12,Crime TV Shows, International TV Shows, TV Dramas
s1517,TV Show,Home for Christmas,Not Given,Norway,2020-12-18,2020,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",18,2020,12,International TV Shows, Romantic TV Shows, TV Comedies
s1528,TV Show,Morphle,Not Given,Netherlands,2020-12-17,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV",17,2020,12,British TV Shows, Kids' TV,0
s1529,TV Show,Run On,Not Given,South Korea,2020-12-17,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",17,2020,12,International TV Shows, Romantic TV Shows, TV Comedies
s1536,TV Show,How To Ruin Christmas,Not Given,South Africa,2020-12-16,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",16,2020,12,International TV Shows, TV Comedies, TV Dramas
s1539,TV Show,Marvel Anime: Wolverine,Not Given,United States,2020-12-16,2011,TV-14,1 Season,"Anime Series, International TV Shows",16,2020,12,Anime Series, International TV Shows,0
s1540,TV Show,Marvel Anime: X-Men,Not Given,Japan,2020-12-16,2011,TV-14,1 Season,"Anime Series, International TV Shows",16,2020,12,Anime Series, International TV Shows,0
s1544,TV Show,Black Ink Crew New York,Not Given,United States,2020-12-15,2014,TV-14,2 Seasons,Reality TV,15,2020,12,Reality TV,0,0
s1546,TV Show,Pup Academy,Not Given,United States,2020-12-15,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",15,2020,12,Kids' TV, TV Comedies,0
s1548,TV Show,Teen Mom 2,Not Given,United States,2020-12-15,2011,TV-14,2 Seasons,Reality TV,15,2020,12,Reality TV,0,0
s1549,TV Show,The Challenge,Not Given,United States,2020-12-15,2006,TV-14,2 Seasons,Reality TV,15,2020,12,Reality TV,0,0
s1552,TV Show,Hilda,Not Given,United Kingdom,2020-12-14,2021,TV-Y7,2 Seasons,Kids' TV,14,2020,12,Kids' TV,0,0
s1553,TV Show,Tiny Pretty Things,Not Given,United States,2020-12-14,2020,TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers",14,2020,12,TV Dramas, TV Mysteries, TV Thrillers
s1555,TV Show,Children of Adam,Not Given,Lebanon,2020-12-12,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",12,2020,12,International TV Shows, TV Dramas, TV Thrillers
s1556,TV Show,Grizzy et les Lemmings,Not Given,France,2020-12-12,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies",12,2020,12,Kids' TV, TV Comedies,0
